v_max/0,v_max/1,v_max/2,piezoelectric_tensor/0/0,piezoelectric_tensor/0/1,piezoelectric_tensor/0/2,piezoelectric_tensor/0/3,piezoelectric_tensor/0/4,piezoelectric_tensor/0/5,piezoelectric_tensor/1/0,piezoelectric_tensor/1/1,piezoelectric_tensor/1/2,piezoelectric_tensor/1/3,piezoelectric_tensor/1/4,piezoelectric_tensor/1/5,piezoelectric_tensor/2/0,piezoelectric_tensor/2/1,piezoelectric_tensor/2/2,piezoelectric_tensor/2/3,piezoelectric_tensor/2/4,piezoelectric_tensor/2/5,meta/nsites,meta/space_group,meta/material_id,meta/point_group,meta/volume,meta/kpoint_density,meta/formula,meta/poscar,meta/structure,eij_max
1,0.85714,1,0,0,0,-0.070415,-0.006255,0,0,0,0,0.006255,-0.070415,0,-0.004955,0.004955,0,0,0,-0.08207,7,82,mp-7907,-4,174.34518186940494,2000,Al2ZnSe4,"Al2 Zn1 Se4
1.0
5.134581 -0.000000 -2.314067
-1.042910 5.027550 -2.314067
-0.029754 -0.036560 6.787461
Al Zn Se
2 1 4
direct
0.250000 0.750000 0.500000 Al
0.500000 0.500000 0.000000 Al
0.000000 0.000000 0.000000 Zn
0.394825 0.380678 0.264100 Se
0.116579 0.605175 0.735900 Se
0.619322 0.130726 0.735900 Se
0.869274 0.883421 0.264100 Se
","#generated using pymatgen
data_Al2ZnSe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.63194678
_cell_length_b   5.63194678
_cell_length_c   6.78762458
_cell_angle_alpha   114.51105195
_cell_angle_beta   114.51105198
_cell_angle_gamma   89.99999992
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2ZnSe4
_chemical_formula_sum   'Al2 Zn1 Se4'
_cell_volume   174.345181869
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al1  1  0.250000  0.750000  0.500000  1
  Al  Al2  1  0.500000  0.500000  0.000000  1
  Zn  Zn3  1  0.000000  0.000000  0.000000  1
  Se  Se4  1  0.394825  0.380678  0.264100  1
  Se  Se5  1  0.116579  0.605175  0.735900  1
  Se  Se6  1  0.619322  0.130726  0.735900  1
  Se  Se7  1  0.869274  0.883421  0.264100  1
",0.042905
1,1,1,0,0,0,-0.08692,0.01026,0,0,0,0,-0.01026,-0.08692,0,-0.00361,0.00361,0,0,0,-0.08925,7,82,mp-7909,-4,236.5560193259164,2000,Al2CdTe4,"Al2 Cd1 Te4
1.0
5.754149 0.000001 -2.541490
-1.122525 5.643596 -2.541489
-0.148811 -0.181325 7.447766
Al Cd Te
2 1 4
direct
0.250000 0.750000 0.500000 Al
0.500000 0.500000 0.000000 Al
0.000000 0.000000 0.000000 Cd
0.410134 0.394680 0.274843 Te
0.119837 0.589866 0.725157 Te
0.605320 0.135291 0.725157 Te
0.864709 0.880163 0.274843 Te
","#generated using pymatgen
data_Al2CdTe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.29042164
_cell_length_b   6.29042164
_cell_length_c   7.45145919
_cell_angle_alpha   114.96681547
_cell_angle_beta   114.96681544
_cell_angle_gamma   89.99999994
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2CdTe4
_chemical_formula_sum   'Al2 Cd1 Te4'
_cell_volume   236.556019326
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al1  1  0.250000  0.750000  0.500000  1
  Al  Al2  1  0.500000  0.500000  0.000000  1
  Cd  Cd3  1  0.000000  0.000000  0.000000  1
  Te  Te4  1  0.410134  0.394680  0.274843  1
  Te  Te5  1  0.119837  0.589866  0.725157  1
  Te  Te6  1  0.605320  0.135291  0.725157  1
  Te  Te7  1  0.864709  0.880163  0.274843  1
",0.050632
1,1,1,0,0,0,-0.146295,0.026,0,0,0,0,-0.026,-0.146295,0,-0.00247,0.00247,0,0,0,-0.20684,7,82,mp-20731,-4,213.49309537286103,2000,In2HgSe4,"In2 Hg1 Se4
1.0
5.500578 -0.000000 -2.414257
-1.059640 5.397548 -2.414257
-0.083932 -0.102011 7.282086
Se In Hg
4 2 1
direct
0.862246 0.900893 0.275720 Se
0.625173 0.137754 0.724280 Se
0.099107 0.586526 0.724280 Se
0.413474 0.374827 0.275720 Se
0.250000 0.750000 0.500000 In
0.500000 0.500000 0.000000 In
0.000000 0.000000 0.000000 Hg
","#generated using pymatgen
data_In2HgSe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.00707866
_cell_length_b   6.00707865
_cell_length_c   7.28328446
_cell_angle_alpha   114.35493563
_cell_angle_beta   114.35493569
_cell_angle_gamma   89.99999996
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In2HgSe4
_chemical_formula_sum   'In2 Hg1 Se4'
_cell_volume   213.493095373
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Se  Se1  1  0.862246  0.900893  0.275720  1
  Se  Se2  1  0.625173  0.137754  0.724280  1
  Se  Se3  1  0.099107  0.586526  0.724280  1
  Se  Se4  1  0.413474  0.374827  0.275720  1
  In  In5  1  0.250000  0.750000  0.500000  1
  In  In6  1  0.500000  0.500000  0.000000  1
  Hg  Hg7  1  0.000000  0.000000  0.000000  1
",0.096115
1,-0.5,0.75,0,0,0,-0.26152,0.17946,0,0,0,0,-0.17946,-0.26152,0,0.11208,-0.11208,0,0,0,-0.1636,7,82,mp-7906,-4,163.74253389277126,2000,Al2HgS4,"Al2 Hg1 S4
1.0
5.095121 -0.000000 -2.403157
-1.133469 4.967444 -2.403157
-0.039993 -0.050146 6.518069
Al S Hg
2 4 1
direct
0.250000 0.750000 0.500000 Al
0.500000 0.500000 0.000000 Al
0.868454 0.853986 0.270798 S
0.402344 0.416812 0.270798 S
0.146014 0.597656 0.729202 S
0.583188 0.131546 0.729202 S
0.000000 0.000000 0.000000 Hg
","#generated using pymatgen
data_Al2HgS4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.63341960
_cell_length_b   5.63341960
_cell_length_c   6.51838449
_cell_angle_alpha   115.60203473
_cell_angle_beta   115.60203468
_cell_angle_gamma   90.00000004
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2HgS4
_chemical_formula_sum   'Al2 Hg1 S4'
_cell_volume   163.742533893
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al1  1  0.250000  0.750000  0.500000  1
  Al  Al2  1  0.500000  0.500000  0.000000  1
  S  S3  1  0.868454  0.853986  0.270798  1
  S  S4  1  0.402344  0.416812  0.270798  1
  S  S5  1  0.146014  0.597656  0.729202  1
  S  S6  1  0.583188  0.131546  0.729202  1
  Hg  Hg7  1  0.000000  0.000000  0.000000  1
",0.172727
1,0.6,0.8,0,0,0,-0.042165,-0.020255,0,0,0,0,0.020255,-0.042165,0,-0.015005,0.015005,0,0,0,-0.05498,7,82,mp-7908,-4,222.2333754059402,2000,Al2ZnTe4,"Al2 Zn1 Te4
1.0
5.574572 -0.000001 -2.456747
-1.082702 5.468419 -2.456747
-0.078154 -0.095144 7.375630
Al Zn Te
2 1 4
direct
0.250000 0.750000 0.500000 Al
0.500000 0.500000 0.000000 Al
0.000000 0.000000 0.000000 Zn
0.397700 0.373188 0.265671 Te
0.107517 0.602300 0.734329 Te
0.626812 0.132029 0.734329 Te
0.867971 0.892483 0.265671 Te
","#generated using pymatgen
data_Al2ZnTe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.09191787
_cell_length_b   6.09191788
_cell_length_c   7.37665785
_cell_angle_alpha   114.38830649
_cell_angle_beta   114.38830655
_cell_angle_gamma   89.99999993
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2ZnTe4
_chemical_formula_sum   'Al2 Zn1 Te4'
_cell_volume   222.233375406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al1  1  0.250000  0.750000  0.500000  1
  Al  Al2  1  0.500000  0.500000  0.000000  1
  Zn  Zn3  1  0.000000  0.000000  0.000000  1
  Te  Te4  1  0.397700  0.373188  0.265671  1
  Te  Te5  1  0.107517  0.602300  0.734329  1
  Te  Te6  1  0.626812  0.132029  0.734329  1
  Te  Te7  1  0.867971  0.892483  0.265671  1
",0.030024
1,-0.5,0.75,0,0,0,0.31043,-0.123335,0,0,0,0,0.123335,0.31043,0,-0.19886,0.19886,0,0,0,0.28648,7,82,mp-765859,-4,89.87920224659611,2000,LiMnPO4,"Li1 Mn1 P1 O4
1.0
0.000000 4.373131 0.000000
2.186565 -2.186566 4.699744
4.373131 -0.000000 0.000000
Li Mn P O
1 1 1 4
direct
0.500000 0.000000 0.500000 Li
0.750000 0.500000 0.750000 Mn
0.000000 0.000000 0.000000 P
0.315803 0.191795 0.094595 O
0.713611 0.808205 0.315803 O
0.875991 0.191795 0.713611 O
0.094595 0.808205 0.875991 O
","#generated using pymatgen
data_LiMnPO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.37313116
_cell_length_b   5.62580944
_cell_length_c   4.37313116
_cell_angle_alpha   67.12843385
_cell_angle_beta   90.00000000
_cell_angle_gamma   112.87157732
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMnPO4
_chemical_formula_sum   'Li1 Mn1 P1 O4'
_cell_volume   89.8792022466
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.500000  0.000000  0.500000  1
  Mn  Mn2  1  0.750000  0.500000  0.750000  1
  P  P3  1  0.000000  0.000000  0.000000  1
  O  O4  1  0.315803  0.191795  0.094595  1
  O  O5  1  0.713611  0.808205  0.315803  1
  O  O6  1  0.875991  0.191795  0.713611  1
  O  O7  1  0.094595  0.808205  0.875991  1
",0.213711
1,-0.57143,0.85714,0,0,0,0.288855,-0.150865,0,0,0,0,0.150865,0.288855,0,-0.13222,0.13222,0,0,0,0.27847,7,82,mp-772012,-4,88.32261278806423,2000,LiFePO4,"Li1 Fe1 P1 O4
1.0
-0.000000 4.369511 0.000000
2.184755 -2.184755 4.626006
4.369511 0.000000 0.000000
Li Fe P O
1 1 1 4
direct
0.500000 0.000000 0.500000 Li
0.750000 0.500000 0.750000 Fe
0.000000 0.000000 0.000000 P
0.321782 0.193339 0.089503 O
0.717158 0.806661 0.321782 O
0.871557 0.193339 0.717158 O
0.089503 0.806661 0.871557 O
","#generated using pymatgen
data_LiFePO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.36951109
_cell_length_b   5.56293476
_cell_length_c   4.36951109
_cell_angle_alpha   66.87525985
_cell_angle_beta   90.00000000
_cell_angle_gamma   113.12474015
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiFePO4
_chemical_formula_sum   'Li1 Fe1 P1 O4'
_cell_volume   88.3226127881
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.500000  0.000000  0.500000  1
  Fe  Fe2  1  0.750000  0.500000  0.750000  1
  P  P3  1  0.000000  0.000000  0.000000  1
  O  O4  1  0.321782  0.193339  0.089503  1
  O  O5  1  0.717158  0.806661  0.321782  1
  O  O6  1  0.871557  0.193339  0.717158  1
  O  O7  1  0.089503  0.806661  0.871557  1
",0.196928
1,1,1,0,0,0,0.210005,0.01166,0,0,0,0,-0.01166,0.210005,0,0.02449,-0.02449,0,0,0,0.4753,7,82,mp-777130,-4,99.75543270664083,2000,Li2FeF4,"Li2 Fe1 F4
1.0
0.000001 4.886303 0.000000
2.443151 -2.443152 4.178071
4.886303 -0.000001 0.000000
Li Fe F
2 1 4
direct
0.500000 0.000000 0.500000 Li
0.750000 0.500000 0.750000 Li
0.000000 0.000000 0.000000 Fe
0.402675 0.215591 0.111136 F
0.673273 0.784409 0.402675 F
0.812916 0.215591 0.673273 F
0.111136 0.784409 0.812916 F
","#generated using pymatgen
data_Li2FeF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.88630250
_cell_length_b   5.42164705
_cell_length_c   4.88630250
_cell_angle_alpha   63.21595451
_cell_angle_beta   90.00000000
_cell_angle_gamma   116.78404549
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2FeF4
_chemical_formula_sum   'Li2 Fe1 F4'
_cell_volume   99.7554327066
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.500000  0.000000  0.500000  1
  Li  Li2  1  0.750000  0.500000  0.750000  1
  Fe  Fe3  1  0.000000  0.000000  0.000000  1
  F  F4  1  0.402675  0.215591  0.111136  1
  F  F5  1  0.673273  0.784409  0.402675  1
  F  F6  1  0.812916  0.215591  0.673273  1
  F  F7  1  0.111136  0.784409  0.812916  1
",0.172302
1,-0.4,0.8,0,0,0,-0.0484,0.02275,0,0,0,0,-0.02275,-0.0484,0,0.0176,-0.0176,0,0,0,0.02768,6,82,mp-29403,-4,242.6070279850874,2000,GaCuI4,"Ga1 Cu1 I4
1.0
5.889438 0.000065 -2.768323
-1.301280 5.743910 -2.768261
-0.143108 -0.179237 7.344414
Cu Ga I
1 1 4
direct
0.500000 0.500000 0.000000 Cu
0.250000 0.750000 0.500000 Ga
0.603392 0.633454 0.755412 I
0.878042 0.396608 0.244588 I
0.366546 0.847980 0.244588 I
0.152020 0.121958 0.755412 I
","#generated using pymatgen
data_GaCuI4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.50761837
_cell_length_b   6.50761837
_cell_length_c   7.34799479
_cell_angle_alpha   116.28368744
_cell_angle_beta   116.28368736
_cell_angle_gamma   89.99999994
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaCuI4
_chemical_formula_sum   'Ga1 Cu1 I4'
_cell_volume   242.607027985
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu1  1  0.500000  0.500000  0.000000  1
  Ga  Ga2  1  0.250000  0.750000  0.500000  1
  I  I3  1  0.603392  0.633454  0.755412  1
  I  I4  1  0.878042  0.396608  0.244588  1
  I  I5  1  0.366546  0.847980  0.244588  1
  I  I6  1  0.152020  0.121958  0.755412  1
",0.020387
1,0,0.71429,0,0,0,-0.06025,0.55727,0,0,0,0,-0.55727,-0.06025,0,-0.03877,0.03877,0,0,0,0.05278,6,82,mp-540284,-4,77.83670538291466,2000,CuPO4,"Cu1 P1 O4
1.0
5.479484 -0.000000 0.000001
2.739742 2.592419 2.739743
-0.000001 -0.000000 5.479484
Cu O P
1 4 1
direct
0.000000 0.000000 0.000000 Cu
0.219241 0.170848 0.048972 O
0.219820 0.829152 0.780759 O
0.609911 0.170848 0.780180 O
0.951028 0.829152 0.390089 O
0.250000 0.500000 0.750000 P
","#generated using pymatgen
data_CuPO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.47948361
_cell_length_b   4.66186781
_cell_length_c   5.47948361
_cell_angle_alpha   54.00660588
_cell_angle_beta   90.00000000
_cell_angle_gamma   54.00660588
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuPO4
_chemical_formula_sum   'Cu1 P1 O4'
_cell_volume   77.8367053829
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu1  1  0.000000  0.000000  0.000000  1
  O  O2  1  0.219241  0.170848  0.048972  1
  O  O3  1  0.219820  0.829152  0.780759  1
  O  O4  1  0.609911  0.170848  0.780180  1
  O  O5  1  0.951028  0.829152  0.390089  1
  P  P6  1  0.250000  0.500000  0.750000  1
",0.199557
1,-0.71429,0.85714,0,0,0,-0.143885,0.03381,0,0,0,0,-0.03381,-0.143885,0,0.02475,-0.02475,0,0,0,-0.16243,7,82,mp-23485,-4,281.1622979536299,2000,Ag2HgI4,"Ag2 Hg1 I4
1.0
5.964489 0.000001 -2.673085
-1.197988 5.842941 -2.673084
0.022931 0.028108 8.042029
Ag I Hg
2 4 1
direct
0.250000 0.750000 0.500000 Ag
0.500000 0.500000 0.000000 Ag
0.870017 0.889599 0.259976 I
0.110401 0.610041 0.740024 I
0.389959 0.370377 0.259976 I
0.629623 0.129983 0.740024 I
0.000000 0.000000 0.000000 Hg
","#generated using pymatgen
data_Ag2HgI4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.53609322
_cell_length_b   6.53609321
_cell_length_c   8.04211083
_cell_angle_alpha   113.97680443
_cell_angle_beta   113.97680443
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2HgI4
_chemical_formula_sum   'Ag2 Hg1 I4'
_cell_volume   281.162297954
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag1  1  0.250000  0.750000  0.500000  1
  Ag  Ag2  1  0.500000  0.500000  0.000000  1
  I  I3  1  0.870017  0.889599  0.259976  1
  I  I4  1  0.110401  0.610041  0.740024  1
  I  I5  1  0.389959  0.370377  0.259976  1
  I  I6  1  0.629623  0.129983  0.740024  1
  Hg  Hg7  1  0.000000  0.000000  0.000000  1
",0.089257
1,0.85714,1,0,0,0,-0.065135,0.01674,0,0,0,0,-0.01674,-0.065135,0,-0.03439,0.03439,0,0,0,-0.09489,7,82,mp-16337,-4,236.18381062892814,2000,Ga2HgTe4,"Ga2 Hg1 Te4
1.0
5.719867 0.000000 -2.558683
-1.144582 5.604178 -2.558683
-0.090818 -0.111242 7.469624
Ga Te Hg
2 4 1
direct
0.500000 0.500000 0.000000 Ga
0.250000 0.750000 0.500000 Ga
0.415102 0.391475 0.277562 Te
0.608525 0.137540 0.722438 Te
0.113913 0.584898 0.722438 Te
0.862460 0.886087 0.277562 Te
0.000000 0.000000 0.000000 Hg
","#generated using pymatgen
data_Ga2HgTe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.26607805
_cell_length_b   6.26607805
_cell_length_c   7.47100439
_cell_angle_alpha   114.79417661
_cell_angle_beta   114.79417657
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ga2HgTe4
_chemical_formula_sum   'Ga2 Hg1 Te4'
_cell_volume   236.183810629
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga1  1  0.500000  0.500000  0.000000  1
  Ga  Ga2  1  0.250000  0.750000  0.500000  1
  Te  Te3  1  0.415102  0.391475  0.277562  1
  Te  Te4  1  0.608525  0.137540  0.722438  1
  Te  Te5  1  0.113913  0.584898  0.722438  1
  Te  Te6  1  0.862460  0.886087  0.277562  1
  Hg  Hg7  1  0.000000  0.000000  0.000000  1
",0.043711
1,0.14286,0.71429,0,0,0,-0.01522,-0.052335,0,0,0,0,0.052335,-0.01522,0,-0.039325,0.039325,0,0,0,-0.0277,7,82,mp-15777,-4,221.74431781225584,2000,Zn(GaTe2)2,"Zn1 Ga2 Te4
1.0
5.543603 -0.000000 -2.479843
-1.109318 5.431478 -2.479843
-0.021379 -0.026186 7.388397
Zn Ga Te
1 2 4
direct
0.000000 0.000000 0.000000 Zn
0.500000 0.500000 0.000000 Ga
0.250000 0.750000 0.500000 Ga
0.400362 0.369313 0.266790 Te
0.102523 0.599638 0.733210 Te
0.630687 0.133572 0.733210 Te
0.866428 0.897477 0.266790 Te
","#generated using pymatgen
data_Zn(GaTe2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.07298587
_cell_length_b   6.07298586
_cell_length_c   7.38847400
_cell_angle_alpha   114.26622373
_cell_angle_beta   114.26622365
_cell_angle_gamma   90.00000003
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn(GaTe2)2
_chemical_formula_sum   'Zn1 Ga2 Te4'
_cell_volume   221.744317812
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn1  1  0.000000  0.000000  0.000000  1
  Ga  Ga2  1  0.500000  0.500000  0.000000  1
  Ga  Ga3  1  0.250000  0.750000  0.500000  1
  Te  Te4  1  0.400362  0.369313  0.266790  1
  Te  Te5  1  0.102523  0.599638  0.733210  1
  Te  Te6  1  0.630687  0.133572  0.733210  1
  Te  Te7  1  0.866428  0.897477  0.266790  1
",0.037002
1,0.6,0.8,0,0,0,-0.09251,-0.044305,0,0,0,0,0.044305,-0.09251,0,-0.041255,0.041255,0,0,0,-0.11834,7,82,mp-21374,-4,261.1978140242756,2000,Cd(InTe2)2,"Cd1 In2 Te4
1.0
5.863932 0.000001 -2.623953
-1.174149 5.745178 -2.623952
-0.033131 -0.040588 7.790206
Cd In Te
1 2 4
direct
0.000000 0.000000 0.000000 Cd
0.500000 0.500000 0.000000 In
0.250000 0.750000 0.500000 In
0.410673 0.368018 0.273675 Te
0.094343 0.589327 0.726325 Te
0.631982 0.136998 0.726325 Te
0.863002 0.905657 0.273675 Te
","#generated using pymatgen
data_Cd(InTe2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.42423697
_cell_length_b   6.42423697
_cell_length_c   7.79038211
_cell_angle_alpha   114.35056129
_cell_angle_beta   114.35056134
_cell_angle_gamma   90.00000004
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd(InTe2)2
_chemical_formula_sum   'Cd1 In2 Te4'
_cell_volume   261.197814024
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd1  1  0.000000  0.000000  0.000000  1
  In  In2  1  0.500000  0.500000  0.000000  1
  In  In3  1  0.250000  0.750000  0.500000  1
  Te  Te4  1  0.410673  0.368018  0.273675  1
  Te  Te5  1  0.094343  0.589327  0.726325  1
  Te  Te6  1  0.631982  0.136998  0.726325  1
  Te  Te7  1  0.863002  0.905657  0.273675  1
",0.06697
1,0.85714,1,0,0,0,-0.100455,-0.005515,0,0,0,0,0.005515,-0.100455,0,-0.027065,0.027065,0,0,0,-0.14913,7,82,mp-19765,-4,261.5627575459447,2000,In2HgTe4,"In2 Hg1 Te4
1.0
5.854568 0.000001 -2.618582
-1.171217 5.736220 -2.618581
-0.019536 -0.023929 7.810371
In Te Hg
2 4 1
direct
0.250000 0.750000 0.500000 In
0.500000 0.500000 0.000000 In
0.861757 0.907146 0.274766 Te
0.413009 0.367620 0.274766 Te
0.092854 0.586991 0.725234 Te
0.632380 0.138243 0.725234 Te
0.000000 0.000000 0.000000 Hg
","#generated using pymatgen
data_In2HgTe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.41349683
_cell_length_b   6.41349683
_cell_length_c   7.81043223
_cell_angle_alpha   114.24080130
_cell_angle_beta   114.24080125
_cell_angle_gamma   89.99999998
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In2HgTe4
_chemical_formula_sum   'In2 Hg1 Te4'
_cell_volume   261.562757546
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In1  1  0.250000  0.750000  0.500000  1
  In  In2  1  0.500000  0.500000  0.000000  1
  Te  Te3  1  0.861757  0.907146  0.274766  1
  Te  Te4  1  0.413009  0.367620  0.274766  1
  Te  Te5  1  0.092854  0.586991  0.725234  1
  Te  Te6  1  0.632380  0.138243  0.725234  1
  Hg  Hg7  1  0.000000  0.000000  0.000000  1
",0.068256
